"finding_id","compromissos_da_auditoria","classificao","nome_da_constatao","constatao","descrio_do_plano_de_recomendao","status_da_constatao","creation_date","data_acordada_inicial","data_acordada__vencimento","data_acordada_aprovada_atualmente","end_date","proprietrio_da_resposta__descoberta","tipo_de_constatao","estado_del_trabajo","negcio_associado","proprietrio_da_constatao","progresso_validado","resposta","associated_main_risk_category","root_cause_analysis","root_cause_comments","organization_of_finding_response_owner","pasta_de_constatao","id_do_trabalho","partition_0","partition_1","partition_2"
"FND-14777","BR.Privacidade e Proteção de Dados",,"LGPD (OP. 3) - Oportunidades de Melhoria nos Controles de Privacidade e Proteção de Dados","A partir de uma avaliação de conformidade da Neoenergia aos principais requisitos da LGPD, verificamos que os responsáveis de proteção de dados das áreas de negócio devem definir, identificar e implementar os controles necessários para aderência a Lei, conforme estabelecido no Marco Global, que visa estabelecer critérios gerais e um modelo global de governança.
 Identificamos as seguintes oportunidades de melhorias nos controles de privacidade e proteção de dados implementados pela Neoenergia:
 Gestão de Consentimento
 ▪ Não há uma homogeneidade no processo de gestão de consentimento. A partir da análise de uma atividade de tratamento da área de “Recrutamento e Seleção” não foram apresentadas evidências do cumprimento das diretrizes em relação à “Coleta e Armazenamento”.
 Atendimento aos Direitos dos Titulares
 ▪ Apesar de existir um fluxo desenhado na ferramenta OneTrust para atendimento às Petições dos Titulares de Dados, não há uma padronização quanto à operacionalização frente às particularidades de cada tipo de solicitação, principalmente no “Descarte de Dados” que requer uma análise minuciosa.
 Registro de Atividades de Tratamento (RAT)
 ▪ Preenchimento incorreto de campo utilizado para classificação da criticidade, possibilitando tratamentos sem a devida análise de impacto (DPIA), apesar de em nossos testes apontar a incidência baixa desta ocorrência, nosso objetivo foi dar o parecer sobre um aspecto importante da Lei
 ▪ Em uma amostra de 40 registros inativos, para 20% deles não há evidências de que os dados foram devidamente tratados no encerramento da atividade.
 Notas Técnicas Regulamentadas pela ANPD sem Prazo para Implementação
 ▪ Verificamos que o Escritório de Privacidade realiza o mapeamento das mudanças regulatórias pelas notas técnicas publicadas pela Autoridade Nacional de Proteção de Dados (ANPD), avaliando os impactos para a Neoenergia. No entanto, constatamos que as notas publicadas em 2024 foram mapeadas, porém, não há um plano com prazos definidos para adequação. Apesar de algumas atividades já estarem mapeadas nas ações táticas para 2025 da área, entendemos que melhorias devem ser realizadas para que os requisitos sejam totalmente atendidos.
 Apesar de existirem diretrizes e regras para operacionalização destes controles de privacidade e proteção de dados, a implementação dessas melhorias sugeridas pela auditoria aumentarão o nível de maturidade e de cumprimento com os requisitos da Lei.","OP.3 - A partir de atividades de tratamentos de dados pessoais com Base Legal Consentimento, implementar em conjunto com os BISO/Responsáveis, as diretrizes de gestão de consentimento.","Implementado","2025-06-23 00:00:00.000",,"2025-12-15 00:00:00.000",,"2025-02-12 00:00:00.000","BARRETO DA LUZ, SERGIO EDUARDO U460695","Opportunity","Trabalho finalizado","Corporate","MUNHOES PONTES, HELIANE U616838","100%","Corrigir o risco","5. Technological and Comprehensive Security","Processes and Procedures","Requisitos da Lei LGPD que necessitam de melhorias em sua aplicabilidade.","SUP SEGURANÇA E RESILIÊNCIA CORPORATIVA [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRET RECURSOS E SERV GERAIS]",,"AUD-1794403","2026","2","6"
"FND-14778","BR.Privacidade e Proteção de Dados",,"LGPD (OP. 4) - Oportunidades de Melhoria nos Controles de Privacidade e Proteção de Dados","A partir de uma avaliação de conformidade da Neoenergia aos principais requisitos da LGPD, verificamos que os responsáveis de proteção de dados das áreas de negócio devem definir, identificar e implementar os controles necessários para aderência a Lei, conforme estabelecido no Marco Global, que visa estabelecer critérios gerais e um modelo global de governança.
 Identificamos as seguintes oportunidades de melhorias nos controles de privacidade e proteção de dados implementados pela Neoenergia:
 Gestão de Consentimento
 ▪ Não há uma homogeneidade no processo de gestão de consentimento. A partir da análise de uma atividade de tratamento da área de “Recrutamento e Seleção” não foram apresentadas evidências do cumprimento das diretrizes em relação à “Coleta e Armazenamento”.
 Atendimento aos Direitos dos Titulares
 ▪ Apesar de existir um fluxo desenhado na ferramenta OneTrust para atendimento às Petições dos Titulares de Dados, não há uma padronização quanto à operacionalização frente às particularidades de cada tipo de solicitação, principalmente no “Descarte de Dados” que requer uma análise minuciosa.
 Registro de Atividades de Tratamento (RAT)
 ▪ Preenchimento incorreto de campo utilizado para classificação da criticidade, possibilitando tratamentos sem a devida análise de impacto (DPIA), apesar de em nossos testes apontar a incidência baixa desta ocorrência, nosso objetivo foi dar o parecer sobre um aspecto importante da Lei
 ▪ Em uma amostra de 40 registros inativos, para 20% deles não há evidências de que os dados foram devidamente tratados no encerramento da atividade.
 Notas Técnicas Regulamentadas pela ANPD sem Prazo para Implementação
 ▪ Verificamos que o Escritório de Privacidade realiza o mapeamento das mudanças regulatórias pelas notas técnicas publicadas pela Autoridade Nacional de Proteção de Dados (ANPD), avaliando os impactos para a Neoenergia. No entanto, constatamos que as notas publicadas em 2024 foram mapeadas, porém, não há um plano com prazos definidos para adequação. Apesar de algumas atividades já estarem mapeadas nas ações táticas para 2025 da área, entendemos que melhorias devem ser realizadas para que os requisitos sejam totalmente atendidos.
 Apesar de existirem diretrizes e regras para operacionalização destes controles de privacidade e proteção de dados, a implementação dessas melhorias sugeridas pela auditoria aumentarão o nível de maturidade e de cumprimento com os requisitos da Lei.","OP.4 - Elaborar um plano de ação com um cronograma priorizado para implementação das Notas Técnicas da ANPD com impactos para a Neoenergia.","Implementado","2025-06-23 00:00:00.000",,"2026-01-30 00:00:00.000",,"2026-01-14 00:00:00.000","BARRETO DA LUZ, SERGIO EDUARDO U460695","Opportunity","Trabalho finalizado","Corporate","MUNHOES PONTES, HELIANE U616838","100%","Corrigir o risco","5. Technological and Comprehensive Security","Processes and Procedures","Requisitos da Lei LGPD que necessitam de melhorias em sua aplicabilidade.","SUP SEGURANÇA E RESILIÊNCIA CORPORATIVA [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRET RECURSOS E SERV GERAIS]",,"AUD-1794403","2026","2","6"
"FND-14772","BR.Privacidade e Proteção de Dados","Médio","LGPD (REC. 1) - Ausência de Controles para o Cumprimento dos Requisitos da LGPD","A partir de uma avaliação de conformidade da Neoenergia aos principais requisitos da LGPD, verificamos que os responsáveis de proteção de dados das áreas de negócio devem definir, identificar e implementar os controles necessários para aderência a Lei, conforme estabelecido no Marco Global, que visa estabelecer critérios gerais e um modelo global de governança. No entanto, identificamos fragilidades nos seguintes requisitos:
 Processo de Descarte / Anonimização de Dados Pessoais
 ▪ Não há um processo estabelecido para descarte/anonimização, possibilitando que dados pessoais sejam tratados indevidamente após o cumprimento da finalidade. Esta não conformidade é de conhecimento do DPO e está mapeada na matriz de riscos de privacidade da área.
 Papéis e Responsabilidades no Modelo de Governança (Descentralizado)
 ▪ Durante a auditoria, realizamos testes que exigiram a interação com os responsáveis por processos que tratam dados pessoais nas áreas de negócio e identificamos falta de clareza sobre as atividades e atribuições na execução de controles que podem gerar descumprimentos com requisitos da Lei:
 ▪ Falta de conhecimento das diretrizes, regras e impactos da Lei relacionadas à:
 ▪ estabelecimento de medidas técnicas e administrativas de proteção à dados pessoais, principalmente aos sensíveis.
 ▪ gestão efetiva de consentimento (armazenamento e revogação).
 ▪ Dados dos responsáveis por atividades de tratamento desatualizados na RAT, dificultando a rastreabilidade e responsabilizações.
 Entendemos que as fragilidades identificadas apontam descumprimentos com requisitos da LGPD, sujeitando a Neoenergia às implicações previstas pela Lei. Importante destacar que a ANPD vem se consolidando como um órgão regulador, com maior empoderamento de fiscalização e, consequentemente, aumentando a probabilidade de autuações/sanções.","1.1.1 - Estabelecer uma Matriz RACI com base no modelo de governança definido no marco global. Compartilhar com os BISO/Responsáveis pelos tratamentos a fim de reforçar a orientação dos papéis e responsabilidades.","Implementado","2025-06-23 00:00:00.000","2025-10-31 00:00:00.000","2025-10-31 00:00:00.000","2025-10-31 00:00:00.000","2025-10-31 00:00:00.000","BARRETO DA LUZ, SERGIO EDUARDO U460695","Deficiency","Trabalho finalizado","Corporate","MUNHOES PONTES, HELIANE U616838","100%","Corrigir o risco","5. Technological and Comprehensive Security","Processes and Procedures","Descumprimento de requisitos da lei LGPD.","SUP SEGURANÇA E RESILIÊNCIA CORPORATIVA [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRET RECURSOS E SERV GERAIS]",,"AUD-1794403","2026","2","6"
"FND-14773","BR.Privacidade e Proteção de Dados","Médio","LGPD (REC. 2) - Ausência de Controles para o Cumprimento dos Requisitos da LGPD","A partir de uma avaliação de conformidade da Neoenergia aos principais requisitos da LGPD, verificamos que os responsáveis de proteção de dados das áreas de negócio devem definir, identificar e implementar os controles necessários para aderência a Lei, conforme estabelecido no Marco Global, que visa estabelecer critérios gerais e um modelo global de governança. No entanto, identificamos fragilidades nos seguintes requisitos:
 Processo de Descarte / Anonimização de Dados Pessoais
 ▪ Não há um processo estabelecido para descarte/anonimização, possibilitando que dados pessoais sejam tratados indevidamente após o cumprimento da finalidade. Esta não conformidade é de conhecimento do DPO e está mapeada na matriz de riscos de privacidade da área.
 Papéis e Responsabilidades no Modelo de Governança (Descentralizado)
 ▪ Durante a auditoria, realizamos testes que exigiram a interação com os responsáveis por processos que tratam dados pessoais nas áreas de negócio e identificamos falta de clareza sobre as atividades e atribuições na execução de controles que podem gerar descumprimentos com requisitos da Lei:
 ▪ Falta de conhecimento das diretrizes, regras e impactos da Lei relacionadas à:
 ▪ estabelecimento de medidas técnicas e administrativas de proteção à dados pessoais, principalmente aos sensíveis.
 ▪ gestão efetiva de consentimento (armazenamento e revogação).
 ▪ Dados dos responsáveis por atividades de tratamento desatualizados na RAT, dificultando a rastreabilidade e responsabilizações.
 Entendemos que as fragilidades identificadas apontam descumprimentos com requisitos da LGPD, sujeitando a Neoenergia às implicações previstas pela Lei. Importante destacar que a ANPD vem se consolidando como um órgão regulador, com maior empoderamento de fiscalização e, consequentemente, aumentando a probabilidade de autuações/sanções.","1.1.2 - Estabelecer processos de monitoramento regulares nas áreas de negócios para manutenção contínua da conformidade com a LGPD. O resultado dessas ações serão insumos para uma gestão efetiva de Gestão de Riscos de Privacidade e Proteção de Dados.","Implementado","2025-06-23 00:00:00.000","2026-01-31 00:00:00.000","2026-01-31 00:00:00.000","2026-01-31 00:00:00.000","2026-01-19 00:00:00.000","BARRETO DA LUZ, SERGIO EDUARDO U460695","Deficiency","Trabalho finalizado","Corporate","MUNHOES PONTES, HELIANE U616838","100%","Corrigir o risco","5. Technological and Comprehensive Security","Processes and Procedures","Descumprimento de requisitos da lei LGPD.","SUP SEGURANÇA E RESILIÊNCIA CORPORATIVA [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRET RECURSOS E SERV GERAIS]",,"AUD-1794403","2026","2","6"
"FND-14780","BR.Privacidade e Proteção de Dados","Médio","LGPD (REC. 2.1.1) - Dados Pessoais Expostos na Rede Interna da Neoenergia","A Lei Geral de Proteção de Dados (LGPD) estabelece normas regulamentadas para a proteção de dados, cabendo aos agentes de tratamento a adoção de medidas de segurança, técnicas e administrativas, aptas a proteger os dados pessoais de acessos não autorizados e de situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou qualquer forma de tratamento inadequado ou ilícito.
 Com objetivo de identificar possíveis dados expostos e sem a devida proteção, realizamos uma busca por dados pessoais, de forma manual e independente, nos sistemas internos da empresa (Diretórios de Redes, Microsoft Teams, SharePoint e OneDrive). As seguintes fragilidades foram identificadas:
 ➢ SharePoint e OneDrive - Diversos documentos de CPF e RG sem restrição de acesso, em que foi possível abrir e verificar o conteúdo, estando disponíveis para qualquer usuário conectado à rede.
 ➢ Servidor de Arquivos - Localizamos CNH de executivos desprotegidos e de fácil acesso a qualquer usuário conectado à rede, sendo possível abrir e verificar o conteúdo, estando desprotegidos.
 ➢ Vale destacar que não há registros ativos nas RATs que suportem o tratamento desses dados pessoais, reforçando que uma avaliação da necessidade e finalidade para manutenção dessas informações seja realizada.
 É importante destacar que, apesar da exposição, o acesso está liberado apenas a usuários conectados à rede da Neoenergia e seguem os controles de segurança para autenticação. No entanto, tais dados não devem ser acessados por pessoas não autorizadas, o que expõe a empresa a riscos de vazamento de dados e sanções previstas pela LGPD.","2.1.1 - Formalizar a causa raiz da exposição dos dados pessoais identificados.","Implementado","2025-06-23 00:00:00.000","2025-06-30 00:00:00.000","2025-06-30 00:00:00.000","2025-06-30 00:00:00.000","2025-06-26 00:00:00.000","DA CUNHA ANDRADE MARTINHO MESQUITA, RODRIGO U467391","Deficiency","Trabalho finalizado","Corporate","MUNHOES PONTES, HELIANE U616838","100%","Corrigir o risco","5. Technological and Comprehensive Security","Resources","Arquivos armazenados em recursos de TI sem controle adequado de acesso, permitindo visualização por usuários não autorizados.","UND CORP SEGURANÇA DIGITAL [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRET RECURSOS E SERV GERAIS/SUP SEGURANÇA E RESILIÊNCIA CORPORATIVA/DEP CORP SEGURANÇA DIGITAL]",,"AUD-1794403","2026","2","6"
"FND-14781","BR.Privacidade e Proteção de Dados","Médio","LGPD (REC. 2.1.2.1) - Dados Pessoais Expostos na Rede Interna da Neoenergia","A Lei Geral de Proteção de Dados (LGPD) estabelece normas regulamentadas para a proteção de dados, cabendo aos agentes de tratamento a adoção de medidas de segurança, técnicas e administrativas, aptas a proteger os dados pessoais de acessos não autorizados e de situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou qualquer forma de tratamento inadequado ou ilícito.
 Com objetivo de identificar possíveis dados expostos e sem a devida proteção, realizamos uma busca por dados pessoais, de forma manual e independente, nos sistemas internos da empresa (Diretórios de Redes, Microsoft Teams, SharePoint e OneDrive). As seguintes fragilidades foram identificadas:
 ➢ SharePoint e OneDrive - Diversos documentos de CPF e RG sem restrição de acesso, em que foi possível abrir e verificar o conteúdo, estando disponíveis para qualquer usuário conectado à rede.
 ➢ Servidor de Arquivos - Localizamos CNH de executivos desprotegidos e de fácil acesso a qualquer usuário conectado à rede, sendo possível abrir e verificar o conteúdo, estando desprotegidos.
 ➢ Vale destacar que não há registros ativos nas RATs que suportem o tratamento desses dados pessoais, reforçando que uma avaliação da necessidade e finalidade para manutenção dessas informações seja realizada.
 É importante destacar que, apesar da exposição, o acesso está liberado apenas a usuários conectados à rede da Neoenergia e seguem os controles de segurança para autenticação. No entanto, tais dados não devem ser acessados por pessoas não autorizadas, o que expõe a empresa a riscos de vazamento de dados e sanções previstas pela LGPD.","2.1.2 - Após formalização da causa raiz, o escritório de privacidade deve coordenar ações corretivas para aumentar o nível de segurança e proteção em repositórios de dados pessoais.
 2.1.2.1 - A área de Transformação Digital deve realizar um mapeamento de repositórios no ambiente office 365 com alto nível de exposição (permissão everyone)","Implementado","2025-06-23 00:00:00.000","2025-11-07 00:00:00.000","2025-08-18 00:00:00.000","2025-08-18 00:00:00.000","2025-09-24 00:00:00.000","COLOMBINI, NATALIA U456027","Deficiency","Trabalho finalizado","Corporate","MUNHOES PONTES, HELIANE U616838","100%","Corrigir o risco","5. Technological and Comprehensive Security","Resources","Arquivos armazenados em recursos de TI sem controle adequado de acesso, permitindo visualização por usuários não autorizados.","DEP CORP CONTROLE E RISCOS DE SISTEMAS [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRET RECURSOS E SERV GERAIS/DIRET SISTEMAS]",,"AUD-1794403","2026","2","6"
"FND-14782","BR.Privacidade e Proteção de Dados","Médio","LGPD (REC. 2.1.2.2) - Dados Pessoais Expostos na Rede Interna da Neoenergia","A Lei Geral de Proteção de Dados (LGPD) estabelece normas regulamentadas para a proteção de dados, cabendo aos agentes de tratamento a adoção de medidas de segurança, técnicas e administrativas, aptas a proteger os dados pessoais de acessos não autorizados e de situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou qualquer forma de tratamento inadequado ou ilícito.
 Com objetivo de identificar possíveis dados expostos e sem a devida proteção, realizamos uma busca por dados pessoais, de forma manual e independente, nos sistemas internos da empresa (Diretórios de Redes, Microsoft Teams, SharePoint e OneDrive). As seguintes fragilidades foram identificadas:
 ➢ SharePoint e OneDrive - Diversos documentos de CPF e RG sem restrição de acesso, em que foi possível abrir e verificar o conteúdo, estando disponíveis para qualquer usuário conectado à rede.
 ➢ Servidor de Arquivos - Localizamos CNH de executivos desprotegidos e de fácil acesso a qualquer usuário conectado à rede, sendo possível abrir e verificar o conteúdo, estando desprotegidos.
 ➢ Vale destacar que não há registros ativos nas RATs que suportem o tratamento desses dados pessoais, reforçando que uma avaliação da necessidade e finalidade para manutenção dessas informações seja realizada.
 É importante destacar que, apesar da exposição, o acesso está liberado apenas a usuários conectados à rede da Neoenergia e seguem os controles de segurança para autenticação. No entanto, tais dados não devem ser acessados por pessoas não autorizadas, o que expõe a empresa a riscos de vazamento de dados e sanções previstas pela LGPD.","2.1.2 - Após formalização da causa raiz, o escritório de privacidade deve coordenar ações corretivas para aumentar o nível de segurança e proteção em repositórios de dados pessoais.
 2.1.2.2 - O Escritório DPO em conjunto com a Transformação Digital devem definir a melhor estratégia para mitigação dos riscos.","Implementado","2025-06-23 00:00:00.000","2025-10-08 00:00:00.000","2025-09-30 00:00:00.000","2025-09-30 00:00:00.000","2025-09-30 00:00:00.000","BARRETO DA LUZ, SERGIO EDUARDO U460695","Deficiency","Trabalho finalizado","Corporate","MUNHOES PONTES, HELIANE U616838","100%","Corrigir o risco","5. Technological and Comprehensive Security","Resources","Arquivos armazenados em recursos de TI sem controle adequado de acesso, permitindo visualização por usuários não autorizados.","SUP SEGURANÇA E RESILIÊNCIA CORPORATIVA [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRET RECURSOS E SERV GERAIS]",,"AUD-1794403","2026","2","6"
"FND-14783","BR.Privacidade e Proteção de Dados","Médio","LGPD (REC. 2.1.2.3) - Dados Pessoais Expostos na Rede Interna da Neoenergia","A Lei Geral de Proteção de Dados (LGPD) estabelece normas regulamentadas para a proteção de dados, cabendo aos agentes de tratamento a adoção de medidas de segurança, técnicas e administrativas, aptas a proteger os dados pessoais de acessos não autorizados e de situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou qualquer forma de tratamento inadequado ou ilícito.
 Com objetivo de identificar possíveis dados expostos e sem a devida proteção, realizamos uma busca por dados pessoais, de forma manual e independente, nos sistemas internos da empresa (Diretórios de Redes, Microsoft Teams, SharePoint e OneDrive). As seguintes fragilidades foram identificadas:
 ➢ SharePoint e OneDrive - Diversos documentos de CPF e RG sem restrição de acesso, em que foi possível abrir e verificar o conteúdo, estando disponíveis para qualquer usuário conectado à rede.
 ➢ Servidor de Arquivos - Localizamos CNH de executivos desprotegidos e de fácil acesso a qualquer usuário conectado à rede, sendo possível abrir e verificar o conteúdo, estando desprotegidos.
 ➢ Vale destacar que não há registros ativos nas RATs que suportem o tratamento desses dados pessoais, reforçando que uma avaliação da necessidade e finalidade para manutenção dessas informações seja realizada.
 É importante destacar que, apesar da exposição, o acesso está liberado apenas a usuários conectados à rede da Neoenergia e seguem os controles de segurança para autenticação. No entanto, tais dados não devem ser acessados por pessoas não autorizadas, o que expõe a empresa a riscos de vazamento de dados e sanções previstas pela LGPD.","2.1.2 - Após formalização da causa raiz, o escritório de privacidade deve coordenar ações corretivas para aumentar o nível de segurança e proteção em repositórios de dados pessoais.
 2.1.2.3 - Aplicar a estratégia em conjunto com os BISO/Responsáveis.","Implementado","2025-06-23 00:00:00.000","2025-10-10 00:00:00.000","2025-11-28 00:00:00.000","2025-11-28 00:00:00.000","2025-11-28 00:00:00.000","BARRETO DA LUZ, SERGIO EDUARDO U460695","Deficiency","Trabalho finalizado","Corporate","MUNHOES PONTES, HELIANE U616838","100%","Corrigir o risco","5. Technological and Comprehensive Security","Resources","Arquivos armazenados em recursos de TI sem controle adequado de acesso, permitindo visualização por usuários não autorizados.","SUP SEGURANÇA E RESILIÊNCIA CORPORATIVA [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRET RECURSOS E SERV GERAIS]",,"AUD-1794403","2026","2","6"
"FND-14784","BR.Privacidade e Proteção de Dados","Médio","LGPD (REC. 2.1.3) - Dados Pessoais Expostos na Rede Interna da Neoenergia","A Lei Geral de Proteção de Dados (LGPD) estabelece normas regulamentadas para a proteção de dados, cabendo aos agentes de tratamento a adoção de medidas de segurança, técnicas e administrativas, aptas a proteger os dados pessoais de acessos não autorizados e de situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou qualquer forma de tratamento inadequado ou ilícito.
 Com objetivo de identificar possíveis dados expostos e sem a devida proteção, realizamos uma busca por dados pessoais, de forma manual e independente, nos sistemas internos da empresa (Diretórios de Redes, Microsoft Teams, SharePoint e OneDrive). As seguintes fragilidades foram identificadas:
 ➢ SharePoint e OneDrive - Diversos documentos de CPF e RG sem restrição de acesso, em que foi possível abrir e verificar o conteúdo, estando disponíveis para qualquer usuário conectado à rede.
 ➢ Servidor de Arquivos - Localizamos CNH de executivos desprotegidos e de fácil acesso a qualquer usuário conectado à rede, sendo possível abrir e verificar o conteúdo, estando desprotegidos.
 ➢ Vale destacar que não há registros ativos nas RATs que suportem o tratamento desses dados pessoais, reforçando que uma avaliação da necessidade e finalidade para manutenção dessas informações seja realizada.
 É importante destacar que, apesar da exposição, o acesso está liberado apenas a usuários conectados à rede da Neoenergia e seguem os controles de segurança para autenticação. No entanto, tais dados não devem ser acessados por pessoas não autorizadas, o que expõe a empresa a riscos de vazamento de dados e sanções previstas pela LGPD.","2.1.3 - Realizar ações periódicas para todos os colaboradores sobre a importância da proteção de dados pessoais e as melhores práticas para garantir a segurança das informações.","Implementado","2025-06-23 00:00:00.000","2025-12-15 00:00:00.000","2025-12-15 00:00:00.000","2025-12-15 00:00:00.000","2025-04-12 00:00:00.000","BARRETO DA LUZ, SERGIO EDUARDO U460695","Deficiency","Trabalho finalizado","Corporate","MUNHOES PONTES, HELIANE U616838","100%","Corrigir o risco","5. Technological and Comprehensive Security","Resources","Arquivos armazenados em recursos de TI sem controle adequado de acesso, permitindo visualização por usuários não autorizados.","SUP SEGURANÇA E RESILIÊNCIA CORPORATIVA [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRET RECURSOS E SERV GERAIS]",,"AUD-1794403","2026","2","6"
"FND-14785","BR.Privacidade e Proteção de Dados","Médio","LGPD (REC. 2.1.4) - Dados Pessoais Expostos na Rede Interna da Neoenergia","A Lei Geral de Proteção de Dados (LGPD) estabelece normas regulamentadas para a proteção de dados, cabendo aos agentes de tratamento a adoção de medidas de segurança, técnicas e administrativas, aptas a proteger os dados pessoais de acessos não autorizados e de situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou qualquer forma de tratamento inadequado ou ilícito.
 Com objetivo de identificar possíveis dados expostos e sem a devida proteção, realizamos uma busca por dados pessoais, de forma manual e independente, nos sistemas internos da empresa (Diretórios de Redes, Microsoft Teams, SharePoint e OneDrive). As seguintes fragilidades foram identificadas:
 ➢ SharePoint e OneDrive - Diversos documentos de CPF e RG sem restrição de acesso, em que foi possível abrir e verificar o conteúdo, estando disponíveis para qualquer usuário conectado à rede.
 ➢ Servidor de Arquivos - Localizamos CNH de executivos desprotegidos e de fácil acesso a qualquer usuário conectado à rede, sendo possível abrir e verificar o conteúdo, estando desprotegidos.
 ➢ Vale destacar que não há registros ativos nas RATs que suportem o tratamento desses dados pessoais, reforçando que uma avaliação da necessidade e finalidade para manutenção dessas informações seja realizada.
 É importante destacar que, apesar da exposição, o acesso está liberado apenas a usuários conectados à rede da Neoenergia e seguem os controles de segurança para autenticação. No entanto, tais dados não devem ser acessados por pessoas não autorizadas, o que expõe a empresa a riscos de vazamento de dados e sanções previstas pela LGPD.","2.1.4 - O Escritório do DPO deve coordenar com os BISO/Responsáveis uma ação de revisão das permissões de acesso à repositórios de dados pessoais (Diretórios de rede, Sharepoint e OneDrive), durante o processo de revisão anual das RATs.","Implementado","2025-06-23 00:00:00.000","2026-01-15 00:00:00.000","2026-01-15 00:00:00.000","2026-01-15 00:00:00.000","2025-04-12 00:00:00.000","BARRETO DA LUZ, SERGIO EDUARDO U460695","Deficiency","Trabalho finalizado","Corporate","MUNHOES PONTES, HELIANE U616838","100%","Corrigir o risco","5. Technological and Comprehensive Security","Resources","Arquivos armazenados em recursos de TI sem controle adequado de acesso, permitindo visualização por usuários não autorizados.","SUP SEGURANÇA E RESILIÊNCIA CORPORATIVA [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRET RECURSOS E SERV GERAIS]",,"AUD-1794403","2026","2","6"
"FND-14786","BR.Privacidade e Proteção de Dados","Médio","LGPD (REC. 2.2.1) - Fragilidades na Concessão de Acesso à Diretórios de Rede","A Lei Geral de Proteção de Dados (LGPD) estabelece normas regulamentadas para a proteção de dados, cabendo aos agentes de tratamento a adoção de medidas de segurança, técnicas e administrativas, aptas a proteger os dados pessoais de acessos não autorizados e de situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou qualquer forma de tratamento inadequado ou ilícito.
 Realizamos uma validação do controle de acesso à diretórios de rede (servidores de arquivos) com alta probabilidade de armazenamento de dados pessoais com o objetivo de validar se o fluxo de aprovação garante as devidas restrições de acesso. Solicitamos acesso às pastas de rede listadas abaixo, registrando o pedido na ferramenta ITNOW. Obtivemos os seguintes resultados:
 • Todas as solicitações seguiram para a aprovação do gestor imediato do solicitante;
 • Uma vez aprovadas, foram direcionadas para a equipe técnica realizar as liberações;
 • Não houve a aprovação do dono da informação, sendo este o responsável por restringir os acessos por solicitações indevidas;
 • Diretórios liberados para a auditoria:
 • Presidência: não há dados nas pastas
 • Folha de Pagamento: dados pessoais identificados, mas sem movimentações recentes
 • Diretoria_Gestão_Pessoas_Adm: não há dados nas pastas
 • RH: dados pessoais identificados, mas sem movimentações recentes
 As fragilidades identificadas no controle de concessão de acesso indicam um descumprimento com os Artigos 47 e 50 da LGPD, que dispõe sobre as medidas técnicas e administrativas para proteção de dados pessoais, expondo a Neoenergia a riscos de vazamento de dados e sanções previstas pela LGPD ocasionadas pelo uso indevido de informações.","2.2 - Migração de Dados para o Ambiente Office 365.
 2.2.1 - Coordenar com os BISO e emitir Comunicado Geral sobre as ações de Migração de Dados para o ambiente seguro (Office 365).","Implementado","2025-06-23 00:00:00.000","2025-10-15 00:00:00.000","2025-10-15 00:00:00.000","2025-10-15 00:00:00.000","2025-10-21 00:00:00.000","BARRETO DA LUZ, SERGIO EDUARDO U460695","Deficiency","Trabalho finalizado","Corporate","MUNHOES PONTES, HELIANE U616838","100%","Corrigir o risco","5. Technological and Comprehensive Security","Resources","Descumprimento com os Artigos 47 e 50 da LGPD, que dispõe sobre as medidas técnicas e administrativas para proteção de dados pessoais.","SUP SEGURANÇA E RESILIÊNCIA CORPORATIVA [NEOENERGIA/PRESIDÊNCIA NEOENERGIA/DIRET RECURSOS E SERV GERAIS]",,"AUD-1794403","2026","2","6"
